,close,PCT_CHG,delta,symbol,name,source,date,revision,date_stamp
247,4658.52,0.0172,78.98,BK0619,3D打印,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
248,1311.65,0.0173,22.26,BK0963,航天概念,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
249,1597.54,0.0173,27.16,BK0851,纾困概念,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
250,1513.9,0.0174,25.82,BK0934,蝗虫防治,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
251,842.3,0.0174,14.37,BK0713,2025规划,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
252,1418.03,0.0174,24.26,BK0883,数字货币,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
253,1523.2,0.0175,26.19,BK0975,磁悬浮概念,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
254,1422.62,0.0175,24.48,BK0808,军民融合,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
255,40403.71,0.0176,698.05,BK0501,次新股,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
256,3096.18,0.0176,53.54,BK0674,蓝宝石,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
257,4330.64,0.0176,75.07,BK0571,预盈预增,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
258,1454.31,0.0177,25.23,BK0905,传感器,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
259,53604.02,0.0178,938.88,BK0490,军工,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
260,3993.03,0.0179,70.11,BK0703,超级电容,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
261,1084.32,0.018000000000000002,19.19,BK0971,注册制次新股,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
262,1171.95,0.018000000000000002,20.76,BK1022,职业教育,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
263,1045.97,0.0181,18.55,BK1002,激光雷达,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
264,1076.33,0.0181,19.12,BK0938,代糖概念,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
265,1678.9,0.0181,29.91,BK0893,无线耳机,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
266,763.81,0.0181,13.61,BK0715,航母概念,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
267,1345.02,0.0181,23.97,BK0924,地摊经济,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
268,1236.64,0.0182,22.08,BK0839,知识产权,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
269,9905.96,0.0183,177.97,BK0566,滨海新区,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
270,1070.88,0.0183,19.24,BK0954,盲盒经济,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
271,1034.47,0.0184,18.67,BK0919,RCS概念,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
272,1017.96,0.0184,18.44,BK1014,发电机概念,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
273,26363.77,0.018500000000000003,478.0,BK0523,新材料,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
274,3381.47,0.018500000000000003,61.34,BK0682,燃料电池,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
275,1046.44,0.018500000000000003,18.99,BK0982,电子车牌,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
276,1021.81,0.018500000000000003,18.6,BK1005,专精特新,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
277,1640.17,0.018799999999999997,30.21,BK0961,有机硅,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
278,2771.52,0.018799999999999997,51.17,BK0567,股权激励,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
